,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
2,CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,active,559.6300000000002,4.824820000000003,3.0,7.0,7.0
3,CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,inactive,470.53300000000024,3.3105200000000012,3.0,6.0,5.301029995663981
4,CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,525.9720000000001,3.203920000000001,4.0,7.0,7.0
5,CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,active,509.97300000000024,3.919620000000001,3.0,6.0,7.0
6,CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,inactive,413.7960000000001,3.8401200000000006,4.0,5.0,5.301029995663981
7,CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,active,560.6180000000002,4.219820000000002,3.0,8.0,7.0
8,CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,495.9460000000001,3.5295200000000007,3.0,6.0,6.698970004336019
9,CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,active,497.5590000000004,2.3927199999999997,4.0,7.0,7.3979400086720375
10,CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,active,511.9890000000001,4.213520000000002,4.0,6.0,6.698970004336019
12,CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,active,602.6990000000002,4.4144200000000025,4.0,8.0,7.3979400086720375
13,CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,active,540.4220000000001,2.8641000000000005,3.0,8.0,8.301029995663981
15,CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,inactive,417.46500000000026,3.8817800000000027,1.0,7.0,4.9299621333922445
16,CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,active,485.9470000000004,4.391500000000003,2.0,7.0,8.045757490560675
17,CHEMBL434827,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,active,526.4390000000001,3.8737000000000013,3.0,7.0,7.853871964321762
19,CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,active,513.9610000000004,2.894100000000001,3.0,8.0,7.619788758288394
21,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,inactive,393.4430000000002,3.405100000000002,1.0,7.0,4.732359017654084
22,CHEMBL334801,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,active,498.3850000000001,3.0935000000000006,3.0,7.0,7.886056647693163
23,CHEMBL99024,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,inactive,470.9320000000004,4.752280000000004,1.0,7.0,4.8326826652518236
24,CHEMBL140561,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,498.38100000000014,4.125500000000002,2.0,7.0,6.958607314841775
25,CHEMBL342828,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,active,521.3790000000002,3.428600000000001,3.0,8.0,8.09151498112135
28,CHEMBL125401,CCc1cnc(CSc2cnc(NC(C)=O)s2)o1,inactive,283.378,2.9442000000000013,1.0,6.0,4.6020599913279625
29,CHEMBL300936,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,inactive,490.65100000000024,3.3449000000000018,4.0,9.0,4.6020599913279625
30,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,inactive,401.8460000000001,3.3046000000000015,3.0,6.0,4.801342913045577
32,CHEMBL15346,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,active,520.6550000000002,4.745600000000003,2.0,8.0,7.022276394711152
34,CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,active,581.0690000000002,6.139100000000005,2.0,8.0,8.045757490560675
35,CHEMBL14627,O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,active,510.5160000000002,5.789900000000005,2.0,6.0,6.931814138253839
37,CHEMBL514436,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,active,573.0900000000001,5.5381000000000045,2.0,8.0,8.0
41,CHEMBL460732,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,active,554.6940000000002,3.9994000000000023,2.0,9.0,6.8326826652518236
43,CHEMBL493428,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,active,562.6710000000002,4.703700000000003,2.0,9.0,7.721246399047171
45,CHEMBL160846,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,active,566.1080000000003,6.185800000000005,2.0,9.0,7.853871964321762
46,CHEMBL422347,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,active,531.6630000000002,5.532400000000004,2.0,9.0,7.318758762624412
47,CHEMBL160303,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,active,555.6890000000003,5.351400000000004,2.0,10.0,7.552841968657781
49,CHEMBL155761,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,active,584.0980000000002,6.324900000000005,2.0,9.0,7.853871964321762
50,CHEMBL157084,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,active,477.9740000000001,4.7459000000000024,2.0,8.0,6.698970004336019
51,CHEMBL55993,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,inactive,307.34900000000005,3.812940000000003,2.0,4.0,4.300000029139088
52,CHEMBL55360,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,inactive,308.33700000000005,3.260320000000002,3.0,4.0,4.469999943783888
53,CHEMBL56731,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,inactive,280.283,2.6434800000000003,3.0,4.0,4.379999982779397
56,CHEMBL56219,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,inactive,314.72800000000007,3.2968800000000007,3.0,4.0,4.240000028179
58,CHEMBL116595,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,active,340.404,3.085380000000002,2.0,5.0,6.890016705180107
59,CHEMBL324030,COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,inactive,349.43700000000007,2.1290800000000005,2.0,7.0,5.059999795537068
60,CHEMBL417941,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,inactive,286.3310000000001,2.4536800000000003,3.0,4.0,4.769999911123512
62,CHEMBL56542,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,inactive,306.32099999999997,2.594080000000001,2.0,4.0,5.309999839831227
63,CHEMBL293749,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,inactive,308.337,2.3636799999999996,3.0,4.0,4.639999934172963
64,CHEMBL143212,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc3ccccc23)c1O,inactive,390.46400000000006,4.238580000000003,2.0,5.0,5.3400001801593495
65,CHEMBL440298,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,inactive,336.391,3.143880000000001,3.0,4.0,3.3000000031431456
66,CHEMBL326318,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,inactive,354.43100000000004,3.2264800000000027,2.0,5.0,5.0
67,CHEMBL1161234,COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O,inactive,336.3690000000001,1.7499799999999999,3.0,6.0,4.800000052738446
68,CHEMBL281872,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,inactive,459.2790000000002,3.954100000000003,1.0,8.0,4.0
69,CHEMBL116423,Cc1cc(C=C(C#N)C#N)cc(O)c1O,inactive,200.197,1.836780000000001,2.0,4.0,4.229999967073058
70,CHEMBL56319,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,inactive,380.4000000000001,2.2953800000000006,3.0,6.0,3.48000000194449
71,CHEMBL53898,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,inactive,322.364,2.753780000000001,3.0,4.0,4.459999937940861
72,CHEMBL56393,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,inactive,297.266,2.2988800000000005,4.0,6.0,4.769999911123512
73,CHEMBL1161236,COc1cc(C=C(C#N)C#N)cc(SCC(=O)O)c1O,inactive,290.3,2.00806,2.0,6.0,5.3400001801593495
75,CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,inactive,204.18499999999997,0.4900799999999999,3.0,4.0,5.190000154058473
76,CHEMBL118321,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,inactive,366.3980000000001,3.8218600000000023,2.0,6.0,5.0
77,CHEMBL115895,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,inactive,397.4560000000001,3.043780000000002,3.0,6.0,5.480000159330324
78,CHEMBL56879,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,inactive,310.26500000000004,2.7958800000000013,2.0,6.0,5.5200002474083645
79,CHEMBL331026,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,inactive,380.42900000000003,2.9616800000000016,3.0,6.0,5.210000001311122
81,CHEMBL533849,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,inactive,475.36200000000036,5.004200000000005,1.0,6.0,4.698970004336019
82,CHEMBL115519,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,inactive,431.9260000000001,4.348480000000002,2.0,7.0,4.820000071285178
85,CHEMBL54471,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,inactive,279.295,3.196100000000002,2.0,4.0,5.0
86,CHEMBL55979,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,inactive,308.337,2.8821800000000017,3.0,4.0,4.430000034012231
87,CHEMBL141238,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,inactive,322.36400000000003,3.5687400000000027,3.0,4.0,4.68000002720016
88,CHEMBL59145,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,inactive,299.71299999999997,3.541080000000001,2.0,4.0,4.920000156997057
90,CHEMBL1161235,COc1cc(/C=C(\C#N)C(N)=O)cc(SCCC(=O)O)c1O,inactive,322.34200000000004,1.3598800000000002,3.0,6.0,4.040000018741066
91,CHEMBL55994,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,inactive,271.29699999999997,2.949180000000001,2.0,5.0,4.459999937940861
92,CHEMBL334032,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,inactive,368.4140000000001,3.1136800000000027,1.0,6.0,4.759999957202692
93,CHEMBL55204,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,inactive,283.258,3.0267800000000014,2.0,4.0,4.889999848866887
94,CHEMBL57251,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,inactive,340.3350000000001,2.660680000000001,3.0,6.0,3.7800000019463225
95,CHEMBL56543,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,inactive,294.31,2.32118,3.0,4.0,4.869999962200743
96,CHEMBL56132,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,inactive,265.268,2.8876800000000014,2.0,4.0,4.739999966255497
97,CHEMBL120564,COc1cc(C=C(C#N)C#N)cc(C)c1O,inactive,214.224,2.1397800000000005,1.0,4.0,3.949999982311873
100,CHEMBL113996,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,inactive,495.94200000000035,4.478080000000003,2.0,7.0,4.50265561898242
101,CHEMBL325156,CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,inactive,495.98600000000016,5.876180000000006,2.0,6.0,5.018634490921456
103,CHEMBL116857,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,inactive,480.36600000000016,4.677480000000004,2.0,6.0,5.029188389127482
107,CHEMBL116012,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,inactive,536.4300000000002,4.838180000000003,2.0,7.0,4.469160221383479
108,CHEMBL30973,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,inactive,450.34000000000003,4.668880000000003,2.0,5.0,5.380906669373258
109,CHEMBL113985,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,inactive,522.4030000000001,4.448080000000003,2.0,7.0,4.6272720591144045
112,CHEMBL283682,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,inactive,405.25500000000005,4.574380000000002,2.0,4.0,5.412289034981089
113,CHEMBL332497,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,inactive,522.4030000000002,4.448080000000003,2.0,7.0,4.466863711721361
114,CHEMBL421047,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,inactive,507.8750000000001,5.597480000000003,2.0,6.0,5.384049948343599
115,CHEMBL113901,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,inactive,467.9320000000002,5.095980000000004,2.0,6.0,4.927382523454764
118,CHEMBL116853,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,active,478.35000000000025,4.124680000000002,2.0,6.0,6.7447274948966935
120,CHEMBL326811,C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,inactive,407.2710000000001,5.127180000000003,2.0,4.0,5.346787486224656
121,CHEMBL114073,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,inactive,509.96900000000034,4.8665800000000035,2.0,7.0,4.469160221383479
125,CHEMBL424252,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,inactive,481.95900000000023,5.487680000000005,2.0,6.0,5.107905397309519
126,CHEMBL324718,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,inactive,423.27000000000015,4.745680000000003,2.0,5.0,5.329754146925876
127,CHEMBL114490,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,inactive,453.9050000000002,4.707480000000004,2.0,6.0,5.347753658996677
128,CHEMBL113902,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,inactive,424.8630000000002,5.555880000000004,2.0,5.0,4.667359589612538
129,CHEMBL114392,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,inactive,465.9160000000002,4.469480000000003,2.0,6.0,5.357535479757878
131,CHEMBL118000,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,inactive,465.91600000000017,4.469480000000003,2.0,6.0,5.058488567365597
132,CHEMBL263788,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,inactive,480.3660000000002,4.677480000000003,2.0,6.0,5.247183568811729
146,CHEMBL131577,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,inactive,335.81600000000014,3.7057200000000012,2.0,4.0,4.6020599913279625
147,CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,inactive,380.53900000000016,3.6590000000000016,2.0,7.0,4.6020599913279625
148,CHEMBL281006,Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,active,367.41600000000005,3.7486000000000015,2.0,7.0,7.013228265733755
149,CHEMBL30432,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,active,395.47,4.232400000000002,1.0,7.0,7.013228265733755
150,CHEMBL87084,Oc1cc2cc(-c3ccncc3)cnc2cc1O,inactive,238.24599999999998,2.7080000000000006,2.0,4.0,5.0
153,CHEMBL31615,c1ccc(Cn2cnc3cc(Nc4ncnc5ccccc45)ccc32)cc1,inactive,351.4130000000001,4.7714000000000025,1.0,5.0,4.568636235841013
157,CHEMBL86664,Clc1ccc2cc(-c3ccncc3)cnc2c1,inactive,240.693,3.9502000000000024,0.0,2.0,5.0
158,CHEMBL68423,COc1cc(OC)c2cc(-c3ccncc3)cnc2c1,inactive,266.3,3.314000000000002,0.0,4.0,5.0
159,CHEMBL31161,COc1cc2ncnc(Nc3ccc4nn(Cc5ccccc5)cc4c3)c2cc1OC,inactive,411.46500000000015,4.788600000000004,1.0,7.0,5.508638306165727
161,CHEMBL280069,COc1cc2cc(-c3ccncc3)cnc2cc1OC,inactive,266.3,3.314000000000002,0.0,4.0,5.0
162,CHEMBL281881,c1ccc(Cn2cnc3ccc(Nc4ncnc5ccccc45)cc32)cc1,inactive,351.4130000000001,4.7714000000000025,1.0,5.0,4.6777807052660805
163,CHEMBL98934,COC1=CC(=O)C=C(/C=C2\CCCC3CCCCC23)C1=O,inactive,286.3709999999999,3.5116000000000023,0.0,3.0,4.0
164,CHEMBL430845,COC1=CC(=O)C=CC1=O,inactive,138.12199999999999,0.2246999999999999,0.0,3.0,4.5376020021010435
165,CHEMBL319347,COC1=CC(=O)C(N[C@@H](CO)C(=O)O)=CC1=O,inactive,241.19899999999998,-1.4124999999999992,3.0,6.0,4.0
166,CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,inactive,330.189,3.572600000000002,2.0,5.0,4.2839966563652006
167,CHEMBL433520,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,inactive,445.36500000000007,3.645500000000001,3.0,7.0,2.958607314841775
168,CHEMBL162034,CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,inactive,387.2850000000001,3.5044000000000004,2.0,6.0,3.421360790031928
169,CHEMBL162622,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,inactive,429.32200000000034,3.2750000000000012,2.0,7.0,3.6595558851598815
170,CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,inactive,267.245,-1.9800000000000006,4.0,9.0,2.795880017344075
171,CHEMBL288812,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccncc2)cc1,active,363.4650000000001,4.347400000000003,2.0,4.0,8.3767507096021
172,CHEMBL14326,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,inactive,283.313,-1.0425000000000004,4.0,9.0,4.346787486224656
173,CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,369.22200000000004,4.260400000000002,2.0,4.0,8.244125144327509
174,CHEMBL27685,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,active,530.3980000000003,4.500600000000004,2.0,7.0,8.086186147616283
175,CHEMBL31630,C=CC(=O)N(C)c1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,active,500.96200000000044,3.810800000000002,1.0,8.0,6.698970004336019
176,CHEMBL31373,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,active,342.761,4.290400000000002,2.0,4.0,8.366531544420413
177,CHEMBL31816,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,active,373.7750000000001,3.6940000000000017,2.0,6.0,6.903089986991944
178,CHEMBL417478,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,active,482.94700000000034,4.420900000000004,2.0,7.0,7.920818753952375
179,CHEMBL31656,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,active,486.9350000000004,3.786500000000002,2.0,8.0,6.723538195826756
180,CHEMBL31419,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,active,512.4080000000004,4.361500000000004,2.0,7.0,8.193820026016112
181,CHEMBL31815,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,active,304.35300000000007,3.8063200000000013,2.0,4.0,7.657577319177793
182,CHEMBL280757,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,active,387.21200000000005,4.399500000000002,2.0,4.0,8.136677139879543
183,CHEMBL28418,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,active,343.749,3.6854000000000013,2.0,5.0,7.920818753952375
184,CHEMBL281543,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,inactive,484.9630000000004,4.340300000000003,2.0,7.0,5.301029995663981
185,CHEMBL284326,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,active,499.9780000000004,3.7017000000000015,2.0,8.0,6.739928612014925
186,CHEMBL85021,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,inactive,321.4200000000001,5.131700000000004,2.0,2.0,5.154901959985743
187,CHEMBL85403,Cc1cccc2c1/C(=C/c1ccc[nH]1)C(=O)N2,inactive,224.26300000000003,2.8158200000000013,2.0,1.0,4.0
188,CHEMBL86755,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,inactive,210.236,2.5073999999999996,2.0,1.0,4.0
189,CHEMBL86943,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,inactive,310.35300000000007,3.3009400000000015,2.0,3.0,4.0
190,CHEMBL87080,O=C1Nc2ccc(Br)cc2/C1=C/c1ccc(N2CCOCC2)cc1,inactive,385.2610000000002,3.778400000000002,1.0,3.0,5.0
191,CHEMBL86945,COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C,inactive,307.3930000000001,4.485400000000003,1.0,2.0,4.87942606879415
192,CHEMBL89363,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,inactive,296.326,2.8330200000000003,3.0,2.0,4.0
193,CHEMBL87208,O=C1Nc2cc(F)ccc2/C1=C/c1ccc[nH]1,inactive,228.226,2.6465000000000005,2.0,1.0,4.0
194,CHEMBL87402,O=C1Nc2ccccc2/C1=C/c1n[nH]cc1Cl,inactive,245.66899999999998,2.5558000000000005,2.0,2.0,4.0
195,CHEMBL86837,O=C1Nc2ccccc2/C1=C/c1ccc(Br)cc1,inactive,300.155,3.9418000000000015,1.0,1.0,4.0
196,CHEMBL430571,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,active,396.4500000000001,5.076900000000003,2.0,5.0,8.119186407719209
197,CHEMBL328452,CCc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,inactive,239.274,3.3347000000000016,1.0,2.0,4.0
198,CHEMBL89040,Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2,inactive,347.4180000000001,2.766120000000001,1.0,3.0,4.0
199,CHEMBL86432,CSc1ccc(/C=C2\C(=O)Nc3cccc(C)c32)s1,inactive,287.409,4.271120000000002,1.0,3.0,4.039053804266168
200,CHEMBL54091,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,active,388.20000000000005,3.794500000000002,2.0,5.0,8.958607314841775
201,CHEMBL90277,Cc1cccc2c1/C(=C/c1ccc(N3CCOCC3)cc1)C(=O)N2,inactive,320.392,3.324320000000002,1.0,3.0,4.176525770829699
202,CHEMBL89723,CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,inactive,355.8650000000001,5.785100000000004,2.0,2.0,5.086186147616283
203,CHEMBL53665,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,active,388.20000000000005,3.794500000000002,2.0,5.0,7.585026652029182
204,CHEMBL86480,O=C1Nc2ccccc2/C1=C/c1ccc(N2CCOCC2)cc1,inactive,306.365,3.015900000000001,1.0,3.0,4.0
205,CHEMBL314217,O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCC2)cc1,inactive,290.366,3.7795000000000023,1.0,2.0,4.0
206,CHEMBL87746,COc1c(Br)cc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C,inactive,386.28900000000016,5.247900000000004,1.0,2.0,4.721246399047171
207,CHEMBL313578,O=C1Nc2ccccc2/C1=C/c1ccc(O)cc1,inactive,237.25799999999998,2.884900000000001,2.0,2.0,4.0
