,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
1367,CHEMBL1828866,Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(F)cc2)cc1,inactive,307.346,2.1817200000000003,1.0,3.0,4.9775716288145135
1368,CHEMBL1828867,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(F)cc1,inactive,311.309,2.0124,1.0,3.0,5.153662887870195
1369,CHEMBL1828868,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,inactive,327.764,2.526700000000001,1.0,3.0,5.121478204498794
1370,CHEMBL1828869,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Br)cc1,inactive,372.21500000000003,2.6358000000000006,1.0,3.0,5.087246696328677
1371,CHEMBL1828870,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccccc1,inactive,309.774,2.387600000000001,1.0,3.0,4.883724412419456
1372,CHEMBL1828871,Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(Cl)cc2)cc1,inactive,323.80100000000004,2.6960200000000007,1.0,3.0,4.80771138743188
1373,CHEMBL1828872,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(F)cc1,inactive,327.764,2.526700000000001,1.0,3.0,4.95663772197887
1374,CHEMBL1828873,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1,inactive,344.21900000000005,3.0410000000000013,1.0,3.0,4.875495775165717
1375,CHEMBL1828874,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Br)cc1,inactive,388.67,3.150100000000001,1.0,3.0,4.867740310468956
1376,CHEMBL1828875,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccccc1,inactive,354.2250000000001,2.4967000000000006,1.0,3.0,4.720105019988361
1377,CHEMBL1828876,Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(Br)cc2)cc1,inactive,368.252,2.8051200000000014,1.0,3.0,4.691862621361961
1378,CHEMBL1828877,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(F)cc1,inactive,372.2150000000001,2.6358000000000006,1.0,3.0,4.788879458741951
1379,CHEMBL1828878,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Cl)cc1,inactive,388.6700000000001,3.150100000000001,1.0,3.0,4.722620025332746
1380,CHEMBL1828879,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Br)cc1,inactive,433.1210000000001,3.2592000000000017,1.0,3.0,4.702677285794698
1381,CHEMBL1828880,COc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,inactive,305.355,1.7428000000000001,1.0,4.0,4.536554968229572
1382,CHEMBL1828881,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,inactive,319.382,2.0512200000000003,1.0,4.0,4.301029995663981
1383,CHEMBL1828882,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(F)cc2)cc1,inactive,323.345,1.8819000000000001,1.0,4.0,4.629857152948898
1384,CHEMBL1828883,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,inactive,339.8,2.3962000000000003,1.0,4.0,4.421017157297209
1385,CHEMBL1828884,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,inactive,384.251,2.505300000000001,1.0,4.0,4.601539150391777
1386,CHEMBL1829271,O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccccc1,inactive,354.2250000000001,2.4967000000000006,1.0,3.0,4.579549140893932
1387,CHEMBL1829272,Cc1ccc(S(=O)(=O)NC(=O)Cc2cccc(Br)c2)cc1,inactive,368.252,2.8051200000000014,1.0,3.0,4.55455148573395
1388,CHEMBL1829273,O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(F)cc1,inactive,372.2150000000001,2.6358000000000006,1.0,3.0,4.689306687656639
1389,CHEMBL1829274,O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(Cl)cc1,inactive,388.6700000000001,3.150100000000001,1.0,3.0,4.62967199222049
1390,CHEMBL1829275,O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(Br)cc1,inactive,433.1210000000001,3.2592000000000017,1.0,3.0,4.562566556202029
1391,CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,inactive,560.4860000000001,5.354400000000004,2.0,8.0,5.0
1394,CHEMBL31184,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,inactive,252.31599999999997,5.737200000000003,0.0,0.0,4.381920509640779
1395,CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,inactive,440.4630000000001,4.028600000000002,2.0,7.0,5.225687456248349
1397,CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,inactive,458.58100000000024,5.351300000000005,1.0,5.0,4.883259464547056
1398,CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,inactive,645.3190000000002,6.936200000000007,0.0,4.0,5.038673844065289
1400,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,inactive,381.69000000000005,5.801400000000003,0.0,3.0,4.856860240895409
1401,CHEMBL496,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,inactive,406.90700000000004,6.609000000000001,2.0,2.0,5.479018918580702
1403,CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,inactive,437.5310000000002,4.308100000000003,1.0,5.0,4.708409174341999
1407,CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,inactive,344.845,5.376700000000004,0.0,2.0,4.177799218965471
1409,CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,inactive,318.8730000000001,4.894400000000004,0.0,3.0,4.712960072482757
1410,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,inactive,853.918,3.7357000000000036,4.0,14.0,4.95436412892178
1412,CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,inactive,416.1350000000001,6.454800000000002,0.0,3.0,4.561774192395471
1413,CHEMBL86754,Oc1c(I)cc(I)c2cccnc12,inactive,396.95300000000003,3.1496000000000013,1.0,2.0,5.066664589922349
1414,CHEMBL24944,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,inactive,449.92400000000004,4.932000000000001,2.0,2.0,5.224025668870631
1416,CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,inactive,377.444,4.6822000000000035,1.0,3.0,4.723630119730561
1417,CHEMBL1922897,Clc1cc(Nc2ncnc3cc[nH]c23)ccc1Oc1ccccc1,active,336.7820000000001,5.1472000000000016,2.0,4.0,7.795880017344075
1418,CHEMBL1922898,Fc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,active,354.77200000000005,5.286300000000002,2.0,4.0,8.031517051446064
1419,CHEMBL1922899,Fc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,354.77200000000005,5.286300000000002,2.0,4.0,7.698970004336019
1420,CHEMBL1922900,Clc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,active,371.2270000000001,5.800600000000003,2.0,4.0,7.958607314841775
1421,CHEMBL1921812,Clc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,371.2270000000001,5.800600000000003,2.0,4.0,8.080921907623926
1422,CHEMBL1922901,N#Cc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,active,361.79200000000003,5.018880000000002,2.0,5.0,8.096910013008056
1423,CHEMBL1922902,N#Cc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,361.79200000000003,5.018880000000001,2.0,5.0,8.086186147616283
1425,CHEMBL1922904,FC(F)(F)c1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,active,404.7790000000001,6.166000000000002,2.0,4.0,6.920818753952375
1426,CHEMBL1922905,FC(F)(F)c1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,404.7790000000001,6.166000000000003,2.0,4.0,7.522878745280337
1427,CHEMBL1922906,FC(F)(F)Oc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,active,420.77800000000013,6.0458000000000025,2.0,5.0,7.259637310505756
1428,CHEMBL1922998,FC(F)(F)Oc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,420.77800000000013,6.0458000000000025,2.0,5.0,7.3872161432802645
1429,CHEMBL1922999,Cc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,350.8090000000001,5.455620000000002,2.0,4.0,8.337242168318426
1430,CHEMBL1921813,COc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,366.8080000000001,5.155800000000002,2.0,5.0,7.585026652029182
1431,CHEMBL1923000,Fc1cccc(COc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,active,368.7990000000001,5.073000000000002,2.0,4.0,7.886056647693163
1432,CHEMBL1923001,Clc1cc(Nc2ncnc3cc[nH]c23)ccc1OCc1ccccn1,active,351.79700000000014,4.328900000000002,2.0,5.0,7.657577319177793
1433,CHEMBL1923002,Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2C)cn1,active,331.37900000000013,4.505640000000002,2.0,5.0,7.221848749616356
1434,CHEMBL1923003,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,active,385.2540000000001,5.811000000000002,1.0,5.0,8.481486060122112
1435,CHEMBL1923004,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,418.8060000000001,6.176400000000002,1.0,5.0,7.958607314841775
1436,CHEMBL1923005,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,active,434.8050000000001,6.056200000000002,1.0,6.0,7.769551078621726
1437,CHEMBL1923006,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,active,415.28000000000014,5.266300000000003,2.0,6.0,8.387216143280265
1438,CHEMBL1923007,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,448.83200000000005,5.631700000000003,2.0,6.0,7.920818753952375
1439,CHEMBL1923008,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,active,464.8310000000001,5.511500000000003,2.0,7.0,7.5376020021010435
1440,CHEMBL1923009,OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,active,459.33300000000025,5.282900000000003,2.0,7.0,8.67778070526608
1441,CHEMBL1923010,OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,492.88500000000016,5.648300000000003,2.0,7.0,8.292429823902063
1442,CHEMBL1923011,OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,active,508.8840000000002,5.528100000000004,2.0,8.0,8.075720713938118
1443,CHEMBL1614726,OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,493.8730000000002,5.043300000000003,2.0,8.0,7.958607314841775
1444,CHEMBL1923012,OCCCCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,490.9130000000002,6.802000000000004,2.0,6.0,7.823908740944319
1445,CHEMBL1923013,OCCNCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,491.90100000000024,5.221300000000003,3.0,7.0,8.113509274827518
1446,CHEMBL1923014,OCCSCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,508.95300000000026,6.364900000000003,2.0,7.0,8.0268721464003
1447,CHEMBL1923015,[O-][S+](CCO)CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,524.9520000000001,5.3804000000000025,2.0,7.0,7.920818753952375
1448,CHEMBL1923016,O=S(=O)(CCO)CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,540.9510000000001,5.046500000000003,2.0,8.0,7.920818753952375
1449,CHEMBL1923017,Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO,active,506.9120000000003,5.956720000000005,2.0,7.0,7.920818753952375
1450,CHEMBL1923018,N#Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO,active,517.8950000000003,5.519980000000004,2.0,8.0,7.721246399047171
1451,CHEMBL1923019,O=C(CO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,505.8840000000002,4.747900000000002,3.0,7.0,8.366531544420413
1452,CHEMBL1923020,CN(CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)C(=O)CO,active,519.9110000000003,5.090100000000004,2.0,7.0,8.244125144327509
1453,CHEMBL1923021,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,533.9380000000002,5.526500000000002,3.0,7.0,7.823908740944319
1454,CHEMBL1923022,CS(=O)(=O)O.O=C(CCO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,519.9110000000002,5.138000000000003,3.0,7.0,8.55284196865778
1455,CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,active,547.9650000000001,5.916600000000003,3.0,7.0,7.769551078621726
1458,CHEMBL1928946,CC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,active,478.9110000000002,6.342400000000004,2.0,6.0,6.8696662315049934
1459,CHEMBL1928947,C=CC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,active,490.92200000000014,6.508500000000004,2.0,6.0,7.5376020021010435
1460,CHEMBL1928948,CCOC(=O)/C=C/C(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,active,562.9850000000001,6.441800000000005,2.0,8.0,6.707743928643524
1462,CHEMBL1928950,N#CCC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,active,503.92100000000016,6.236180000000004,2.0,7.0,7.42021640338319
1463,CHEMBL1928951,O=C(Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1)c1ccc([N+](=O)[O-])cc1,inactive,585.9790000000002,7.544500000000005,2.0,8.0,5.0
1464,CHEMBL1928952,Nc1cc(Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)ncn1,active,529.9630000000002,6.499800000000004,3.0,9.0,7.376750709602099
1465,CHEMBL1928953,Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NCc5ccccc5)c4)ncn3)cc2Cl)c1,inactive,526.9990000000001,7.996100000000005,2.0,6.0,5.0
1466,CHEMBL1928954,O=C(/C=C/c1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,inactive,567.0200000000001,8.035900000000005,2.0,6.0,5.42712839779952
1467,CHEMBL1928955,O=C(COc1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,active,571.0080000000002,7.401500000000005,2.0,7.0,7.102372908709558
1472,CHEMBL1928960,COc1ccc(OCC(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC,inactive,631.0600000000001,7.418700000000006,2.0,9.0,5.0
1473,CHEMBL1934327,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)CC1,inactive,500.5780000000002,5.877100000000004,3.0,6.0,5.0
1476,CHEMBL1934623,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNC(C)C)cc1,active,515.0320000000003,6.797920000000006,2.0,5.0,7.7447274948966935
1477,CHEMBL1934624,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)cc1,active,527.0430000000003,6.895720000000006,1.0,5.0,7.3872161432802645
1478,CHEMBL1934625,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN(C)C)cc1,active,501.0050000000002,6.361520000000006,1.0,5.0,7.3872161432802645
1479,CHEMBL1934626,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)c(F)c1,active,545.0330000000004,7.034820000000005,1.0,5.0,7.2076083105017466
1480,CHEMBL1934627,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)o1,active,517.0040000000004,6.488720000000005,1.0,6.0,6.853871964321762
1481,CHEMBL1934628,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)s1,active,533.0720000000003,6.957220000000005,1.0,6.0,6.7447274948966935
1482,CHEMBL1934629,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ncc(CN2CCCC2)s1,active,534.0600000000003,6.352220000000004,1.0,7.0,6.958607314841775
1483,CHEMBL1933083,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1cccc(CN(C)C)c1,active,501.0050000000002,6.361520000000006,1.0,5.0,7.136677139879544
1484,CHEMBL1934630,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCOc1ccc(CNC(C)C)cc1,active,545.0580000000002,6.828620000000006,2.0,6.0,6.886056647693163
1485,CHEMBL1934631,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)cc1,active,581.1130000000003,6.204720000000007,2.0,7.0,6.920818753952375
1486,CHEMBL1934632,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNC(C)C)cc1,active,517.0480000000002,7.5685200000000075,2.0,5.0,7.522878745280337
1487,CHEMBL1934633,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNC2CC2)cc1,active,515.0320000000003,7.322520000000007,2.0,5.0,7.0655015487564325
1488,CHEMBL1945559,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,inactive,363.24800000000016,2.9578800000000003,2.0,4.0,5.0
1489,CHEMBL261849,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,inactive,366.4210000000001,2.828000000000001,2.0,7.0,4.619788758288394
1490,CHEMBL1958019,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccccc2)=N1,inactive,321.40500000000003,3.467100000000002,0.0,4.0,5.29073003902417
1491,CHEMBL1958020,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,inactive,339.39500000000004,3.606200000000003,0.0,4.0,5.197226274708024
1492,CHEMBL1958021,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1,inactive,355.8500000000001,4.120500000000003,0.0,4.0,5.316052869248487
1493,CHEMBL1958022,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1,inactive,400.30100000000004,4.229600000000003,0.0,4.0,5.515700160653214
1494,CHEMBL1958023,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,inactive,335.43200000000013,3.775520000000003,0.0,4.0,5.333482019445119
1495,CHEMBL1958024,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,inactive,351.4310000000001,3.4757000000000016,0.0,5.0,5.20690839982342
1496,CHEMBL1958025,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccccc2)=N1,inactive,339.39500000000004,3.606200000000002,0.0,4.0,4.9775716288145135
1497,CHEMBL1958026,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1,inactive,357.38500000000005,3.745300000000003,0.0,4.0,4.741841806659206
1498,CHEMBL1958027,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Cl)cc2)=N1,inactive,373.8400000000001,4.259600000000003,0.0,4.0,4.8807441107220635
1499,CHEMBL1958028,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1,inactive,418.29100000000005,4.368700000000003,0.0,4.0,5.204815410317576
1500,CHEMBL1958029,Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,353.42200000000014,3.914620000000003,0.0,4.0,4.988852639224203
1501,CHEMBL1958030,COc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,369.4210000000001,3.6148000000000025,0.0,5.0,4.905528871358356
1502,CHEMBL1958031,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,inactive,355.8500000000001,4.120500000000003,0.0,4.0,5.151810883008602
1503,CHEMBL1958032,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1,inactive,373.8400000000001,4.259600000000003,0.0,4.0,4.784626847216578
1504,CHEMBL1958033,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,inactive,390.29500000000013,4.773900000000004,0.0,4.0,5.001740661576301
1505,CHEMBL1958034,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,inactive,434.7460000000001,4.883000000000004,0.0,4.0,5.4156687756324695
1506,CHEMBL1958035,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,369.8770000000001,4.428920000000004,0.0,4.0,5.089909454405932
1507,CHEMBL1958036,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,385.87600000000015,4.129100000000004,0.0,5.0,4.985479461242076
1508,CHEMBL1958037,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)=N1,inactive,400.30100000000016,4.229600000000003,0.0,4.0,5.3124710387853655
1509,CHEMBL1958038,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1,inactive,418.29100000000017,4.368700000000003,0.0,4.0,5.089375595110798
1510,CHEMBL1958039,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,inactive,434.74600000000015,4.883000000000004,0.0,4.0,5.231361898752385
1511,CHEMBL1958209,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1,inactive,479.1970000000002,4.992100000000003,0.0,4.0,5.437707135543525
1512,CHEMBL1958210,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,414.32800000000015,4.538020000000005,0.0,4.0,5.152427340857888
1513,CHEMBL1958211,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,430.3270000000001,4.2382000000000035,0.0,5.0,5.032920265855503
1515,CHEMBL1958213,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,inactive,353.4220000000001,3.914620000000003,0.0,4.0,5.452225294612178
1516,CHEMBL1958214,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,inactive,369.87700000000007,4.428920000000003,0.0,4.0,5.507239610973162
1519,CHEMBL1958217,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,inactive,365.4580000000001,3.7841200000000024,0.0,5.0,5.205511953340831
1520,CHEMBL1958218,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,inactive,351.43100000000004,3.4757000000000025,0.0,5.0,5.3851027839668655
1521,CHEMBL1958219,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,inactive,369.42100000000005,3.6148000000000025,0.0,5.0,5.094743951251549
1522,CHEMBL1958220,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,inactive,385.8760000000001,4.129100000000003,0.0,5.0,5.11975822410452
1524,CHEMBL1958222,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,inactive,365.4580000000001,3.7841200000000033,0.0,5.0,5.133712660915805
1525,CHEMBL1958223,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(OC)cc3)C2)cc1,inactive,381.4570000000001,3.484300000000003,0.0,6.0,4.979638717352292
1526,CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,inactive,279.33900000000006,3.799400000000002,0.0,3.0,4.455931955649724
1527,CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,inactive,302.194,1.3127999999999997,4.0,8.0,5.450996737974212
1530,CHEMBL2035810,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,active,477.9120000000002,3.8870000000000013,3.0,9.0,7.649751981665837
1531,CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,active,522.0340000000002,5.083800000000003,3.0,9.0,9.008773924307505
1532,CHEMBL2048911,Cl.O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)[C@@H]1CCCN1,active,534.0450000000003,5.098500000000003,3.0,9.0,9.036212172654444
1533,CHEMBL2048910,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,active,521.0460000000002,6.392600000000004,2.0,8.0,8.214670164989233
1534,CHEMBL2048909,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,active,585.1110000000002,5.169700000000005,2.0,10.0,8.698970004336019
