molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL1928955,O=C(COc1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,79.0,active
CHEMBL1928956,O=C(Cc1cc(F)c(F)cc1F)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,834.0,intermediate
CHEMBL1928957,O=C(/C=C/c1ccc(F)cc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,1293.0,intermediate
CHEMBL1928958,COc1ccc(/C=C/C(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC,1234.0,intermediate
CHEMBL1928959,O=C(COc1cc(F)c(F)c(F)c1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,2138.0,intermediate
CHEMBL1928960,COc1ccc(OCC(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC,10000.0,inactive
CHEMBL1934327,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)CC1,10000.0,inactive
CHEMBL1934621,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccccc1,750.0,intermediate
CHEMBL1934622,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)cc1,220.0,intermediate
CHEMBL1934623,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNC(C)C)cc1,18.0,active
CHEMBL1934624,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)cc1,41.0,active
CHEMBL1934625,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN(C)C)cc1,41.0,active
CHEMBL1934626,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)c(F)c1,62.0,active
CHEMBL1934627,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)o1,140.0,active
CHEMBL1934628,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)s1,180.0,active
CHEMBL1934629,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ncc(CN2CCCC2)s1,110.0,active
CHEMBL1933083,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1cccc(CN(C)C)c1,73.0,active
CHEMBL1934630,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCOc1ccc(CNC(C)C)cc1,130.0,active
CHEMBL1934631,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)cc1,120.0,active
CHEMBL1934632,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNC(C)C)cc1,30.0,active
CHEMBL1934633,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNC2CC2)cc1,86.0,active
CHEMBL1945559,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,10000.0,inactive
CHEMBL261849,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,24000.0,inactive
CHEMBL1958019,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccccc2)=N1,5120.0,inactive
CHEMBL1958020,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,6350.0,inactive
CHEMBL1958021,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1,4830.0,inactive
CHEMBL1958022,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1,3050.0,inactive
CHEMBL1958023,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,4640.0,inactive
CHEMBL1958024,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,6210.0,inactive
CHEMBL1958025,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccccc2)=N1,10530.0,inactive
CHEMBL1958026,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1,18120.0,inactive
CHEMBL1958027,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Cl)cc2)=N1,13160.0,inactive
CHEMBL1958028,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1,6240.0,inactive
CHEMBL1958029,Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,10260.0,inactive
CHEMBL1958030,COc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,12430.0,inactive
CHEMBL1958031,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,7050.0,inactive
CHEMBL1958032,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1,16420.0,inactive
CHEMBL1958033,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,9960.0,inactive
CHEMBL1958034,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,3840.0,inactive
CHEMBL1958035,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,8130.0,inactive
CHEMBL1958036,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,10340.0,inactive
CHEMBL1958037,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)=N1,4870.0,inactive
CHEMBL1958038,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1,8140.0,inactive
CHEMBL1958039,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,5870.0,inactive
CHEMBL1958209,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1,3650.0,inactive
CHEMBL1958210,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,7040.0,inactive
CHEMBL1958211,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,9270.0,inactive
CHEMBL1958212,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,2240.0,intermediate
CHEMBL1958213,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,3530.0,inactive
CHEMBL1958214,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,3110.0,inactive
CHEMBL1958215,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,1070.0,intermediate
CHEMBL1958216,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,2520.0,intermediate
CHEMBL1958217,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,6230.0,inactive
CHEMBL1958218,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,4120.0,inactive
CHEMBL1958219,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,8040.0,inactive
CHEMBL1958220,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,7590.0,inactive
CHEMBL1958221,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,2750.0,intermediate
CHEMBL1958222,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,7350.0,inactive
CHEMBL1958223,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(OC)cc3)C2)cc1,10480.0,inactive
CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,35000.0,inactive
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,3540.0,inactive
CHEMBL2031311,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN(C)C,970.0,intermediate
CHEMBL2031312,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,980.0,intermediate
CHEMBL2035810,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,22.4,active
CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,0.98,active
CHEMBL2048911,Cl.O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)[C@@H]1CCCN1,0.92,active
CHEMBL2048910,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,6.1,active
CHEMBL2048909,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,2.0,active
CHEMBL2048908,CC(C)(CO)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,3.3,active
CHEMBL2048907,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,2.2,active
CHEMBL2048906,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,1.6,active
CHEMBL2048905,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,2.1,active
CHEMBL2048904,Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,2.1,active
CHEMBL2048903,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c21,1.7,active
CHEMBL2048798,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sccc45)c(Cl)c3)c21,6.0,active
CHEMBL2048797,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ccc45)c(Cl)c3)c21,2.5,active
CHEMBL2048796,O=C1Cc2c(cccc2Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)N1,1.6,active
CHEMBL2048795,O=C1Cc2cccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)c2N1,1.5,active
CHEMBL2048794,O=C1NCc2cccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)c21,2.5,active
CHEMBL2048793,O=C1NCc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,150.0,active
CHEMBL2048792,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc2N1,130.0,active
CHEMBL2048791,O=C1Cc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc2N1,28.0,active
CHEMBL2048790,O=C1NCc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc21,18.0,active
CHEMBL2048789,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,1.3,active
CHEMBL2048788,CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1,2.3,active
CHEMBL2071457,C[C@H](NC(=O)c1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,10000.0,inactive
CHEMBL2070191,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,6500.0,inactive
CHEMBL2070198,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,4800.0,inactive
CHEMBL2070201,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,10000.0,inactive
CHEMBL2148044,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,6.3,active
CHEMBL2148045,CCS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,8.5,active
CHEMBL2148046,CC(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11.0,active
CHEMBL2148047,CC(C)(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,14.0,active
CHEMBL2148048,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,7.1,active
CHEMBL2148049,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,17.0,active
CHEMBL2148050,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,2.9,active
CHEMBL2148051,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,4.1,active
CHEMBL2148052,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,11.0,active
CHEMBL2148053,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,11.0,active
CHEMBL2159053,COc1ccc(C2=NN(C(=O)c3ccc(Cl)cc3O)C(c3ccc(Cl)cc3)C2)cc1,25000.0,inactive
CHEMBL2178352,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,60.0,active
CHEMBL2205030,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccncc21,590.0,intermediate
CHEMBL605161,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,2000.0,intermediate
CHEMBL2205028,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccc(NS(=O)(=O)c3ccccc3)cc21,40000.0,inactive
CHEMBL2205027,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,40000.0,inactive
CHEMBL2205026,N#Cc1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,3000.0,inactive
CHEMBL2205025,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccc(C(F)(F)F)cc21,40000.0,inactive
CHEMBL1917092,COC(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,1000.0,intermediate
CHEMBL1917093,NC(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,40000.0,inactive
CHEMBL2205024,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccc(F)cc21,40000.0,inactive
CHEMBL2204532,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,1200.0,intermediate
CHEMBL2105719,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,46.0,active
CHEMBL2316785,Brc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCCO4)C2)cc1,460.0,intermediate
CHEMBL2316784,COc1ccc(-c2csc(N3N=C(c4ccc(Br)cc4)CC3c3ccc4c(c3)OCCO4)n2)cc1,1320.0,intermediate
CHEMBL2316777,Cc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCO4)C2)cc1,2230.0,intermediate
CHEMBL2311747,Brc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCO4)C2)cc1,180.0,active
CHEMBL2316794,COc1ccc(-c2csc(N3N=C(c4ccc(Br)cc4)CC3c3ccc4c(c3)OCO4)n2)cc1,850.0,intermediate
CHEMBL2316793,Clc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCO4)C2)cc1,2380.0,intermediate
CHEMBL2315700,CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C3=O)[C@@H](C)CC[C@]12C,30.0,active
CHEMBL484235,COC1=CC(=O)C(O)=C(C/C=C(\C)CC[C@@]2(C)CCC=C(C)[C@H]2C)C1=O,200.0,active
CHEMBL470685,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(OC)C1=O,200.0,active
CHEMBL2315699,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)C(C)C)C2=O)[C@@H]1C,37.0,active
CHEMBL2315698,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](C(=O)O)C(C)C)C1=O,63.0,active
CHEMBL2315697,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)C(C)C)C2=O)[C@@H]1C,35.0,active
CHEMBL2315696,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@H](C(=O)O)C(C)C)C1=O,46.0,active
CHEMBL2315695,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](CO)C(=O)O)C2=O)[C@@H]1C,200.0,active
CHEMBL2315411,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@H](CO)C(=O)O)C1=O,200.0,active
CHEMBL2315410,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,200.0,active
CHEMBL2315409,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C1=O,80.0,active
CHEMBL2315408,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)[C@H](C)O)C2=O)[C@@H]1C,40.0,active
CHEMBL2315407,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@H](C(=O)O)[C@H](C)O)C1=O,200.0,active
CHEMBL2315406,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@H](C)O)C2=O)[C@@H]1C,96.0,active
CHEMBL2315405,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@H](C)O)C1=O,200.0,active
CHEMBL2315404,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C2=O)[C@@H]1C,22.0,active
CHEMBL2315403,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C1=O,18.0,active
CHEMBL2315704,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,27.0,active
CHEMBL2315703,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@H](C(=O)O)[C@@H](C)O)C1=O,190.0,active
CHEMBL2315702,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(NCC(=O)O)C2=O)[C@@H]1C,79.0,active
CHEMBL2315701,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(NCC(=O)O)C1=O,125.0,active
CHEMBL1173814,COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(N)=S)cc1,2770.0,intermediate
CHEMBL1173667,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,6580.0,inactive
CHEMBL2325101,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl,1020.0,intermediate
CHEMBL2325100,Cc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,1130.0,intermediate
CHEMBL2325099,COc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,1450.0,intermediate
CHEMBL2325098,Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,1280.0,intermediate
CHEMBL2325097,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,1460.0,intermediate
CHEMBL2325096,Fc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,2010.0,intermediate
CHEMBL2325095,c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,1890.0,intermediate
CHEMBL2325094,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1Cl,1980.0,intermediate
CHEMBL2325093,Cc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,1910.0,intermediate
CHEMBL2325092,COc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,3010.0,inactive
CHEMBL2325091,Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,2320.0,intermediate
CHEMBL2325090,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,3070.0,inactive
CHEMBL2325089,Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,3590.0,inactive
CHEMBL2325088,c1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,3830.0,inactive
CHEMBL2325087,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2ccccc2c1,880.0,intermediate
CHEMBL2324873,Cc1ccc(C2=NN(C(N)=S)C(c3ccc4ccccc4c3)C2)cc1,1040.0,intermediate
CHEMBL2324872,COc1ccc(C2=NN(C(N)=S)C(c3ccc4ccccc4c3)C2)cc1,3280.0,inactive
CHEMBL2324871,NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1ccc2ccccc2c1,1210.0,intermediate
CHEMBL2324870,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2ccccc2c1,3870.0,inactive
CHEMBL2325110,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1ccc2ccccc2c1,1750.0,intermediate
CHEMBL2325109,NC(=S)N1N=C(c2ccccc2)CC1c1ccc2ccccc2c1,5690.0,inactive
CHEMBL2325108,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1cccc2ccccc12,6840.0,inactive
CHEMBL2325107,Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,6680.0,inactive
CHEMBL2325106,COc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,4180.0,inactive
CHEMBL2325105,NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1cccc2ccccc12,9150.0,inactive
CHEMBL2325104,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1cccc2ccccc12,5460.0,inactive
CHEMBL2325103,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,10630.0,inactive
CHEMBL2325102,NC(=S)N1N=C(c2ccccc2)CC1c1cccc2ccccc12,7240.0,inactive
CHEMBL2333163,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,2100.0,intermediate
CHEMBL505637,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,2100.0,intermediate
CHEMBL510730,O=C1NCCc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,7000.0,inactive
CHEMBL360190,O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,2800.0,intermediate
CHEMBL2333164,O=C1NCCc2ccc(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,4500.0,inactive
CHEMBL2332840,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,10000.0,inactive
CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,3500.0,inactive
CHEMBL2333444,CN1c2ccc(NCc3ccc(C(C)(C)C)cc3)cc2-c2c(cnn2C)S1(=O)=O,10000.0,inactive
CHEMBL2333435,CCc1ccc(-c2ccc3c(c2)-c2c(cnn2C)S(=O)(=O)N3C)cc1,10000.0,inactive
CHEMBL2333445,CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1,10000.0,inactive
CHEMBL2348418,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,30.0,active
CHEMBL2348417,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,24.0,active
CHEMBL2348416,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,18.0,active
CHEMBL2348415,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,65.0,active
CHEMBL2348414,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,29.0,active
CHEMBL2348419,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,100.0,active
CHEMBL2376650,C[C@@H](Oc1c[nH]c(=O)c(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)c1)c1c(Cl)ccc(F)c1Cl,1000.0,intermediate
